Network_Na,Route_Numb,Direction,Marker_Pos,Asset_Type,Asset_Inve,Unique_Ass,ITM_Eastin,ITM_Northi,Latitude,Longitude,Spatial_Ge,Asset_Envi,Lamp_Type,Metered,Switching_,Switching1,Bracket_Ty,Ballast_Ty,Wattage__w,Mounting_H,Additional,Number_of_,Decommissi,Column_Mat,EIWO_Numbe,GlobalID,created_us,created_da,last_edite,last_edi_1,Junction,ScheduledF
B,N21,East,M20 86.1 E,Lighting Point/Lighting Column,LP,LP-1999,550903.319,648528.474,52.58582016,-8.72451114,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{D24CB825-708D-46B6-B0B4-C0A49E22A4DE},,,COATESR,2025-04-08,M20 J5,No
B,N21,East,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2000,550959.271,648652.089,52.58693618,-8.72370384,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{285352BF-2642-4406-AB17-E47BF4235612},,,COATESR,2025-04-08,M20 J5,No
B,N21,East,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2001,551107.044,648646.185,52.58689642,-8.72152244,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{E4DCDF94-A7F4-4B3B-AC9A-BEF51BCAC0A7},,,COATESR,2025-04-08,M20 J5,Yes
B,M20,West,M20 85.6 S,Lighting Point/Lighting Column,LP,LP-2002,551189.581,648490.766,52.58550703,-8.72028163,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{63C3C874-E55A-4CEC-8DD8-7034606B4596},,,COATESR,2025-04-08,M20 J5,Yes
B,M20,West,M20 85.6 S,Lighting Point/Lighting Column,LP,LP-2003,551170.262,648476.688,52.58537877,-8.72056462,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{136B145F-50FC-4A34-8961-1D5561661F04},,,COATESR,2025-04-08,M20 J5,Yes
B,M20,West,M20 86.3 W,Lighting Point/Lighting Column,LP,LP-2004,551157.134,648456.851,52.58519931,-8.7207554,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{E31F9BCE-40A8-4689-AC79-63AAD2655599},,,COATESR,2025-04-08,M20 J5,No
B,N21,South,M20 85.5 W,Lighting Point/Lighting Column,LP,LP-2005,551157.246,648417.283,52.58484371,-8.72074792,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{CB9DEE2D-14B0-422D-A61D-90D24AB1C7FC},,,COATESR,2025-04-08,M20 J5,No
B,N21,South,M20 85.5 W,Lighting Point/Lighting Column,LP,LP-2006,551166.623,648338.244,52.5841342,-8.72059791,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{F1A2E5A0-3BA9-40C0-890A-61133396BFC3},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 85.6 N,Lighting Point/Lighting Column,LP,LP-2008,551132.899,648474.813,52.58535856,-8.72111565,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,8,<Null>,1,,Steel,,{8137D91E-637F-41CD-841B-D617DCAE61BF},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 85.6 N,Lighting Point/Lighting Column,LP,LP-2009,551131.675,648510.849,52.58568232,-8.72113903,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,8,<Null>,1,,Steel,,{3689BE92-7140-403C-B0A5-1DEFCFE41EA3},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 86.3 E,Lighting Point/Lighting Column,LP,LP-2010,551130.928,648543.806,52.58597845,-8.72115491,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,8,<Null>,1,,Steel,,{35E77271-1454-4AA7-A837-2823F48F480C},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 86.3 E,Lighting Point/Lighting Column,LP,LP-2011,551127.897,648573.555,52.58624554,-8.72120402,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{FCB6FCFE-D3EC-4E54-BC3E-516E26AF4230},,,COATESR,2025-04-08,M20 J5,No
B,M20,North,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2012,551122.574,648612.071,52.58659122,-8.72128825,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{6F1929C4-764C-4E2E-818D-8E223E6D712A},,,COATESR,2025-04-08,M20 J5,No
B,M20,East,M20 86.1 E,Lighting Point/Lighting Column,LP,LP-2013,550932.036,648506.063,52.58562133,-8.72408409,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{A9D1EDE2-1976-4537-BC49-3FE9E0D1F4EC},,,COATESR,2025-04-08,M20 J5,No
B,M20,East,M20 86.2 E,Lighting Point/Lighting Column,LP,LP-2014,551006.2,648468.085,52.5852867,-8.72298415,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{2F001005-26A0-4E61-A86E-CE345923FB04},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,West,M20 85.5 N,Lighting Point/Lighting Column,LP,LP-2015,551100.239,648384.612,52.58454496,-8.72158425,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{E6F4E573-E2AC-4AB3-925F-878EEBC5D140},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,West,M20 85.5 N,Lighting Point/Lighting Column,LP,LP-2016,551066.472,648382.084,52.5845192,-8.72208211,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{558BFD4C-DA24-488D-92EB-8004E282751B},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,West,M20 86.1 W,Lighting Point/Lighting Column,LP,LP-2017,551033.044,648377.031,52.58447078,-8.7225746,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{C9298984-3BE4-4DDE-AB70-737BC16374E8},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,South,M20 85.7 S,Lighting Point/Lighting Column,LP,LP-2020,551143.184,648672.373,52.58713503,-8.72099303,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{295E888A-6493-44AE-9217-89D683138D36},,,COATESR,2025-04-08,M20 J5,No
B,N21,South,M20 85.7 S,Lighting Point/Lighting Column,LP,LP-2021,551144.147,648631.337,52.58676631,-8.72097277,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{4030B2CA-96A8-4EF5-B871-BB8AF63BB576},,,COATESR,2025-04-08,M20 J5,No
B,N21,South,M20 85.7 S,Lighting Point/Lighting Column,LP,LP-2022,551144.912,648591.841,52.58641142,-8.72095565,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{6155D215-D34B-42E5-A174-999E42EA192B},,,COATESR,2025-04-08,M20 J5,No
B,N21,South,M20 86.3 W,Lighting Point/Lighting Column,LP,LP-2023,551147.281,648524.515,52.58580655,-8.72091077,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,8,<Null>,1,,Steel,,{639C9816-63EF-4CD6-A2C1-57A3F92EE04A},,,COATESR,2025-04-08,M20 J5,No
B,N21,South,M20 85.5 W,Lighting Point/Lighting Column,LP,LP-2024,551161.667,648377.191,52.58448378,-8.72067677,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{17C32F3D-A12F-47AB-9645-4997D593E903},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 85.5 N,Lighting Point/Lighting Column,LP,LP-2026,551149.623,648314.149,52.58391612,-8.72084519,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{DD634824-0BB7-4708-98EC-9F1E7FACC2FC},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 85.5 N,Lighting Point/Lighting Column,LP,LP-2027,551141.777,648351.557,52.58425161,-8.72096647,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{43BD5AE3-219C-40EC-91D0-6B7F4CE6246F},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 85.5 N,Lighting Point/Lighting Column,LP,LP-2028,551138.597,648398.308,52.5846715,-8.72102029,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{DC595F0A-DE33-4A8D-AA3F-84E00CFFCBB1},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2029,551123.81,648655.47,52.58698138,-8.72127642,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{E5F5F3A8-28BC-4F97-9C0E-E1484E570A62},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2030,551130.288,648696.428,52.58735006,-8.72118687,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{EE6E9755-A190-4201-96E5-A9FF1ACF4EA0},,,COATESR,2025-04-08,M20 J5,No
B,N21,East,M20 86.1 E,Lighting Point/Lighting Column,LP,LP-2031,550926.105,648431.821,52.58495356,-8.72416061,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{C042F3FB-7FE5-45DD-A43F-B5E97E4CF3FC},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,East,M20 86.1 E,Lighting Point/Lighting Column,LP,LP-2032,550900.321,648561.725,52.58611873,-8.72456031,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{A7FBE98C-CB7A-4D94-8466-7F7E800C561D},,,COATESR,2025-04-08,M20 J5,No
B,N21,East,M20 86.2 E,Lighting Point/Lighting Column,LP,LP-2033,550908.468,648598.289,52.58644808,-8.72444551,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{407AD738-373D-4426-B034-77F1AE9D2BF6},,,COATESR,2025-04-08,M20 J5,No
B,N21,East,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2034,550993.146,648662.282,52.58703084,-8.72320549,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{0B433287-D8E0-4D21-8700-A9DDE3896B0E},,,COATESR,2025-04-08,M20 J5,No
B,N21,East,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2035,551028.713,648661.494,52.58702696,-8.72268055,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{8D663FED-623C-4C09-A63B-D48FD23ABEAD},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,East,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2036,551067.44,648654.352,52.58696626,-8.72210804,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{A22E2CF8-410E-4CB2-A935-200E53C793B4},,,COATESR,2025-04-08,M20 J5,Yes
B,M20,East,M20 86.1 E,Lighting Point/Lighting Column,LP,LP-2037,550949.934,648486.888,52.58545062,-8.72381716,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{0AAE06BC-1433-4F6F-B5D0-C6659AE12BF9},,,COATESR,2025-04-08,M20 J5,Yes
B,M20,East,M20 86.1 E,Lighting Point/Lighting Column,LP,LP-2038,550979.193,648471.831,52.58531793,-8.7233832,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{80429DB3-ACD0-4C2B-A1C1-49C3021593CD},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,North,M20 85.5 N,Lighting Point/Lighting Column,LP,LP-2039,551131.551,648381.701,52.58452161,-8.7211218,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{D4A24DBB-08D0-4275-8659-C3C54FA3BB68},,,COATESR,2025-04-08,M20 J5,Yes
B,N21,South,M20 86.3 E,Lighting Point/Lighting Column,LP,LP-2040,551146.829,648563.531,52.58615716,-8.72092319,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,8,<Null>,1,,Steel,,{9E72C6DA-15CB-4E6A-8013-8DD902B1CC8F},,,COATESR,2025-04-08,M20 J5,No
B,N21,South,M20 86.3 W,Lighting Point/Lighting Column,LP,LP-2041,551148.121,648491.567,52.5855105,-8.72089351,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,8,<Null>,1,,Steel,,{DDCE3ECE-87E2-452D-83E6-480433C7A371},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 3.3 E,Lighting Point/Lighting Column,LP,LP-2044,547548.508,647242.327,52.57394802,-8.77380918,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{9CBF95A3-0F71-4261-B7DC-CF699E783527},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,N21,West,M20 3.3 W,Lighting Point/Lighting Column,LP,LP-2047,547571.895,647201.304,52.57358159,-8.7734577,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{ECF3BE17-96FC-413A-9E8E-9B61C2019F10},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,M20,West,M20 95.3 W,Lighting Point/Lighting Column,LP,LP-2407,557829.363,654198.488,52.6373606,-8.62303472,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{905ED403-C5CF-47FB-80E4-AA640206AA7E},,,COATESR,2025-04-08,M20 J2,No
B,N21,West,M20 3.2 W,Lighting Point/Lighting Column,LP,LP-2408,547700.853,647253.8,52.5740658,-8.77156369,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{965BDFED-EF92-4779-9B37-4BE65BB57E14},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,N21,West,M20 3.2 W,Lighting Point/Lighting Column,LP,LP-2409,547663.326,647240.143,52.57393945,-8.77211511,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{524A6097-CEEF-4D38-8453-5597FDA02B74},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,N21,West,M20 3.3 W,Lighting Point/Lighting Column,LP,LP-2410,547625.726,647225.699,52.57380602,-8.77266748,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{86B80ACD-E65C-48FD-9169-2E6926609BBF},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,N21,West,M20 3.3 W,Lighting Point/Lighting Column,LP,LP-2411,547588.017,647213.032,52.57368855,-8.77322174,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{0918E6BC-EF79-48B3-917A-A89578F97848},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,N21,East,M20 3.3 E,Lighting Point/Lighting Column,LP,LP-2415,547539.986,647218.805,52.5737358,-8.77393117,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{1AF93531-98CF-4824-B6CC-6B806699B002},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,N21,East,M20 3.3 E,Lighting Point/Lighting Column,LP,LP-2416,547565.293,647228.036,52.5738212,-8.77355932,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{FD79C72F-2EB0-4226-81DC-8A0670EF3258},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,M20,West,M20 95.3 W,Lighting Point/Lighting Column,LP,LP-2667,557813.836,654167.515,52.63708103,-8.62326014,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{FA282648-93B0-4CCC-B5C5-C08C37D3E8FF},,,COATESR,2025-04-08,M20 J2,No
B,M20,West,M20 95.3 W,Lighting Point/Lighting Column,LP,LP-2668,557797.853,654137.702,52.63681184,-8.62349245,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{7E201F38-F6D2-4945-B9AD-2EE261CE8EEB},,,COATESR,2025-04-08,M20 J2,No
B,M20,West,M20 95.2 W,Lighting Point/Lighting Column,LP,LP-2669,557781.102,654108.275,52.63654606,-8.62373615,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{CB41BCC7-1DEB-43B0-BBD2-08F32373E148},,,COATESR,2025-04-08,M20 J2,No
B,M20,West,M20 95.2 W,Lighting Point/Lighting Column,LP,LP-2670,557763.824,654080.163,52.63629206,-8.62398781,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{58CC5889-D387-4463-893C-F4E744CA2B71},,,COATESR,2025-04-08,M20 J2,No
B,M20,West,M20 95.2 W,Lighting Point/Lighting Column,LP,LP-2671,557745.095,654051.329,52.63603146,-8.6242608,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{29BC20C5-63A6-474A-98D3-3BFCE142C6FE},,,COATESR,2025-04-08,M20 J2,No
B,M20,West,M20 95.1 W,Lighting Point/Lighting Column,LP,LP-2672,557727.957,654023.13,52.63577669,-8.62451036,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{156000F8-667D-488E-AA5A-2043CEF4114E},,,COATESR,2025-04-08,M20 J2,No
B,N21,North,M20 3.3 W,Lighting Point/Lighting Column,LP,LP-2673,547550.882,647191.229,52.57348902,-8.77376608,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{D0FE2F03-032A-4D4A-8868-19FBDCBE96A4},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,M20,West,M20 95.3 W,Lighting Point/Lighting Column,LP,LP-2674,557843.268,654229.835,52.63764341,-8.6228333,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{E21936DB-230F-45CB-803B-862BA103C67A},,,COATESR,2025-04-08,M20 J2,No
B,M20,West,M20 95.3 W,Lighting Point/Lighting Column,LP,LP-2675,557856.902,654260.545,52.63792047,-8.6226358,Point,Mainline,SON,Unknown,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{A4D63AA6-8321-480F-95FE-1771D6AC0C96},,,COATESR,2025-04-08,M20 J2,No
B,M20,East,M20 94.3 E,Lighting Point/Lighting Column,LP,LP-2681,557047.867,653489.168,52.63092435,-8.63448765,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Post Top,Magnetic,250,10,<Null>,1,,Steel,,{767C85B1-806E-4D81-AA77-EA8725DC4C40},,,COATESR,2025-04-08,M20 J2,No
B,M20,East,M20 94.3 E,Lighting Point/Lighting Column,LP,LP-2682,557078.042,653530.185,52.63129537,-8.63404726,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Post Top,Magnetic,250,10,<Null>,1,,Steel,,{8FEE92EB-1BA5-488F-9E17-047EDCEF7551},,,COATESR,2025-04-08,M20 J2,No
B,M20,North,M20 94.2 W,Lighting Point/Lighting Column,LP,LP-2684,557130.057,653322.473,52.62943268,-8.63325199,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Post Top,Magnetic,250,12,<Null>,1,,Steel,,{212FBEDC-692E-47E7-9273-8B888A061E82},,,COATESR,2025-04-08,M20 J2,No
B,M20,North,M20 91.3 E,Lighting Point/Lighting Column,LP,LP-2693,554649.445,652025.93,52.61757861,-8.66971374,Point,Interchange,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,8,<Null>,1,,Steel,,{40509AB6-24D3-4305-AF51-2152AE48B849},,,COATESR,2025-04-08,M20 J3,Yes
B,M20,West,M20 88.3 W,Lighting Point/Lighting Column,LP,LP-2701,552517.905,650005.306,52.59923639,-8.70089871,Point,Slip Road,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{9F6D0708-44A9-4579-A410-4A65B56F0A66},,,COATESR,2025-04-08,M20 J4,Yes
B,M20,West,M20 88.3 W,Lighting Point/Lighting Column,LP,LP-2702,552499.489,649973.592,52.59894976,-8.70116599,Point,Slip Road,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{32CDB403-CF24-4D22-9749-7DE2692CF3D6},,,COATESR,2025-04-08,M20 J4,Yes
B,M20,East,M20 88.2 E,Lighting Point/Lighting Column,LP,LP-2703,552344.686,649958.703,52.59880239,-8.70344874,Point,Slip Road,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{9FD8190D-BDC5-4479-9A97-51FE08E57F48},,,COATESR,2025-04-08,M20 J4,Yes
B,M20,East,M20 88.3 E,Lighting Point/Lighting Column,LP,LP-2704,552467.08,650071.037,52.5998227,-8.70165834,Point,Slip Road,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{B055E529-0F18-4EC1-BF8E-A23756EE69BC},,,COATESR,2025-04-08,M20 J4,Yes
B,N21,East,M20 85.7 N,Lighting Point/Lighting Column,LP,LP-2705,550928.614,648629.414,52.58672963,-8.72415286,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{3EF817E4-0E87-4915-9089-758C07C0E1F4},,,COATESR,2025-04-08,M20 J5,No
B,N21,North,M20 3.3 W,Lighting Point/Lighting Column,LP,LP-2708,547556.017,647180.77,52.57339552,-8.77368867,Point,Mainline,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{D9609057-222B-4683-A818-76F1A1014A93},,,COATESR,2025-04-08,M20/N21 Lantern Lodge,No
B,M20,West,M20 86.4 W,Lighting Point/Lighting Column,LP,LP-3074,551254.668,648522.315,52.58579641,-8.71932589,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{076CD40F-C4A8-4763-9311-49F2797E9C5F},,,COATESR,2025-04-08,M20 J5,Yes
B,M20,West,M20 85.6 S,Lighting Point/Lighting Column,LP,LP-3075,551220.713,648505.273,52.5856402,-8.7198244,Point,Slip Road,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{7F742277-EED2-4972-8891-A58DA6185A5E},,,COATESR,2025-04-08,M20 J5,Yes
B,M20,North,M20 94.2 E,Lighting Point/Lighting Column,LP,LP-7088,556979.494,653469.138,52.63073892,-8.63549498,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Post Top,Magnetic,250,10,<Null>,1,,Steel,,{501FBC3F-C859-4434-A279-A404337209FE},,,COATESR,2025-04-08,M20 J2,No
B,N21,North,M20 85.5 N,Lighting Point/Lighting Column,LP,LP-7089,551134.51,648435.913,52.5850091,-8.72108614,Point,Interchange,SON,Yes,Photocell,Dusk to Dawn,Single,Magnetic,250,12,<Null>,1,,Steel,,{68679A56-362A-43E4-A1A0-8E182CCE0675},,,COATESR,2025-04-08,M20 J5,No
B,M20,West,M20 88.4 E,Lighting Point/Lighting Column,LP,LP-7143,552393.256,650173.652,52.60073848,-8.70276276,Point,Interchange,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{0A285D2A-7B5F-41F5-98B4-72D495BDF26F},,,COATESR,2025-04-08,M20 J4,No
B,M20,West,M20 88.3 E,Lighting Point/Lighting Column,LP,LP-7144,552370.033,650136.36,52.60040129,-8.70310018,Point,Interchange,SON,No,Photocell,Dusk to Dawn,Single,Magnetic,250,10,<Null>,1,,Steel,,{C66FB1BD-F9CE-42A9-B410-C6E4D3605090},,,COATESR,2025-04-08,M20 J4,No
